ID,Year,Pick,Team,Player,Nationality,Position,Age,GamesPlayed,Goals,Assists,Points,PlusMinus,PenaltyMinutes
2173,2012,15,Ottawa Senators,Cody Ceci,CA,D,18,627,17,27,44,-7,34
2174,2012,16,Washington Capitals,Tom Wilson,CA,W,18,647,17,37,54,-27,14
2175,2012,17,San Jose Sharks,Tomas Hertl,CZ,C,18,585,17,31,48,0,18
2176,2012,18,Chicago Blackhawks,Teuvo Teravainen,FI,W,18,526,17,18,35,-3,44
2178,2012,20,Philadelphia Flyers,Scott Laughton,CA,C,18,441,17,59,76,-15,85
2179,2012,21,Calgary Flames,Mark Jankowski,CA,C,18,272,17,68,85,-18,114
2180,2012,22,Pittsburgh Penguins,Olli Maatta,FI,D,18,534,17,63,80,-10,663
2181,2012,23,Florida Panthers,Michael Matheson,CA,D,18,417,17,125,142,-37,701
2183,2012,25,St. Louis Blues,Jordan Schmaltz,US,D,18,42,17,38,55,-34,168
2184,2012,26,Vancouver Canucks,Brendan Gaunce,CA,C,18,148,17,40,57,4,114
2186,2012,28,New York Rangers,Brady Skjei,US,D,18,448,17,11,28,-4,24
2187,2012,29,New Jersey Devils,Stefan Matteau,US,W,18,92,17,60,77,-5,748
2188,2012,30,Los Angeles Kings,Tanner Pearson,CA,W,20,576,17,49,66,4,385
2194,2012,36,Anaheim Ducks,Nicolas Kerdiles,US,W,18,3,17,38,55,-15,56
2195,2012,37,Nashville Predators,Pontus Aberg,SE,W,18,132,17,26,43,-31,83
2196,2012,38,Carolina Hurricanes,Phillip Di Giuseppe,CA,W,18,201,17,22,39,-41,2113
2200,2012,42,Calgary Flames,Patrick Sieloff,US,D,18,2,17,22,39,-41,2113
2202,2012,44,Buffalo Sabres,Jake McCabe,US,D,18,428,17,25,42,15,49
2205,2012,47,Carolina Hurricanes,Brock McGinn,CA,W,18,409,17,72,89,60,1556
2207,2012,49,Detroit Red Wings,Martin Frk,CZ,W,18,124,17,21,38,-21,34
2208,2012,50,Nashville Predators,Colton Sissons,CA,C,18,455,17,110,127,-46,440
2210,2012,52,Pittsburgh Penguins,Teddy Blueger,LV,C,18,205,17,88,105,142,309
2213,2012,55,San Jose Sharks,Chris Tierney,CA,C,18,561,17,20,37,-15,34
2216,2012,58,Phoenix Coyotes,Jordan Martinook,CA,W,20,477,16,25,41,-8,16
2217,2012,59,New York Rangers,Cristoval Nieves,US,C,18,76,16,18,34,-42,39
2218,2012,60,New Jersey Devils,Damon Severson,CA,D,18,566,16,43,59,51,201
2219,2012,61,Dallas Stars,Devin Shore,CA,C,18,375,16,96,112,29,146
2221,2012,63,Edmonton Oilers,Jujhar Khaira,CA,W,18,285,16,37,53,-12,73
2223,2012,65,New York Islanders,Adam Pelech,CA,D,18,381,16,60,76,7,195
2224,2012,66,Nashville Predators,Jimmy Vesey,US,W,19,422,16,23,39,-13,37
2225,2012,67,St. Louis Blues,Mackenzie MacEachern,US,W,18,115,16,70,86,-3,233
2228,2012,70,Winnipeg Jets,Scott Kosmachuk,CA,W,18,8,16,57,73,62,694
2229,2012,71,Tampa Bay Lightning,Tanner Richard,CA,C,19,3,16,33,49,-11,14
2232,2012,74,Dallas Stars,Esa Lindell,FI,D,18,440,16,24,40,-20,94
2236,2012,78,Philadelphia Flyers,Shayne Gostisbehere,US,D,19,463,16,22,38,-27,146
2239,2012,81,Pittsburgh Penguins,Oskar Sundqvist,SE,C,18,288,16,55,71,14,633
2243,2012,85,Boston Bruins,Matthew Grzelcyk,US,D,18,307,16,36,52,-1,112
2244,2012,86,St. Louis Blues,Colton Parayko,CA,D,19,498,16,15,31,-7,24
2247,2012,89,Nashville Predators,Brendan Leipsic,CA,W,18,187,16,39,55,4,52
2251,2012,93,Edmonton Oilers,Erik Gustafsson,SE,D,20,309,16,33,49,-8,298
2253,2012,95,Columbus Blue Jackets,Josh Anderson,CA,W,18,388,16,33,49,2,47
2254,2012,96,New Jersey Devils,Ben Thomson,CA,W,19,3,16,19,35,-9,163
2255,2012,97,Anaheim Ducks,Kevin Roy,CA,C,19,28,16,90,106,-60,695
2258,2012,100,Washington Capitals,Thomas Di Pauli,US,C,18,2,16,9,25,-27,512
2259,2012,101,Tampa Bay Lightning,Cedric Paquette,CA,C,19,448,16,52,68,78,640
2262,2012,104,Dallas Stars,Gemel Smith,CA,C,18,91,16,76,92,-33,632
2263,2012,105,Calgary Flames,Brett Kulak,CA,D,18,334,16,36,52,-21,67
2273,2012,115,Carolina Hurricanes,Trevor Carrick,CA,D,18,7,15,18,33,-6,93
2275,2012,117,Philadelphia Flyers,Taylor Leier,CA,W,18,55,15,31,46,-7,174
2278,2012,120,Carolina Hurricanes,Jaccob Slavin,US,D,18,508,15,18,33,-8,53
2279,2012,121,Los Angeles Kings,Nikolai Prokhorkin,RU,W,18,43,15,21,36,-11,48
2280,2012,122,Montreal Canadiens,Charles Hudon,CA,W,18,125,15,24,39,-1,110
2284,2012,126,Toronto Maple Leafs,Dominic Toninato,US,C,18,164,15,56,71,2,98
2287,2012,129,Carolina Hurricanes,Brendan Woods,CA,W,20,7,15,39,54,-17,865
2289,2012,131,Boston Bruins,Seth Griffith,CA,C,19,80,15,19,34,-58,769
2295,2012,137,Washington Capitals,Connor Carrick,US,D,18,241,15,57,72,27,1382
2296,2012,138,San Jose Sharks,Daniel O'Regan,DE,C,18,30,15,27,42,-28,52
2305,2012,147,Vancouver Canucks,Ben Hutton,CA,D,19,437,15,74,89,-48,139
2308,2012,150,New Jersey Devils,Alexander Kerfoot,CA,C,18,360,14,12,26,7,26
2309,2012,151,Los Angeles Kings,Colin Miller,CA,D,19,387,14,23,37,-25,24
2314,2012,156,Toronto Maple Leafs,Connor Brown,CA,W,18,444,14,12,26,-16,225
2316,2012,158,Minnesota Wild,Christoph Bertschy,CH,C,18,9,14,30,44,-19,24
2319,2012,161,Tampa Bay Lightning,Jake Dotchin,CA,D,18,103,14,42,56,2,115
2325,2012,167,Washington Capitals,Riley Barber,US,W,18,16,14,27,41,-6,725
2327,2012,169,Chicago Blackhawks,Vincent Hinostroza,US,C,18,334,14,16,30,-11,78
2329,2012,171,Los Angeles Kings,Tomas Hyka,CZ,W,19,27,14,9,23,-7,55
2333,2012,175,Boston Bruins,Matthew Benning,CA,D,18,366,14,63,77,-12,323
2334,2012,176,St. Louis Blues,Petteri Lindbohm,FI,D,18,49,14,28,42,-41,125
2339,2012,181,Los Angeles Kings,Paul Ladue,US,D,20,70,14,14,28,-11,131
2343,2012,185,New York Islanders,Jake Bischoff,US,D,18,4,14,49,63,-3,262
2350,2012,192,Colorado Avalanche,Colin Smith,CA,C,19,1,14,52,66,-23,325
2351,2012,193,Buffalo Sabres,Brady Austin,CA,D,19,5,14,66,80,-82,86
2353,2012,195,Washington Capitals,Christian Djoos,SE,D,18,155,14,92,106,-27,637
2356,2012,198,San Jose Sharks,Joakim Ryan,US,D,19,145,14,87,101,-93,788
2360,2012,202,Tampa Bay Lightning,Nikita Gusev,RU,W,20,97,13,9,22,-22,10
2367,2012,209,Toronto Maple Leafs,Viktor Loov,SE,D,19,4,13,18,31,-9,47
2368,2012,210,Anaheim Ducks,Jaycob Megna,US,D,19,87,13,25,38,-29,84
2370,2011,1,Edmonton Oilers,Ryan Nugent-Hopkins,CA,C,18,719,13,17,30,-4,12
2371,2011,2,Colorado Avalanche,Gabriel Landeskog,SE,W,18,738,13,9,22,5,32
2372,2011,3,Florida Panthers,Jonathan Huberdeau,CA,C,18,671,13,78,91,27,108
2373,2011,4,New Jersey Devils,Adam Larsson,SE,D,18,685,13,12,25,-1,20
2374,2011,5,New York Islanders,Ryan Strome,CA,C,18,621,13,11,24,-25,77
2375,2011,6,Ottawa Senators,Mika Zibanejad,SE,C,18,685,13,73,86,4,314
2376,2011,7,Winnipeg Jets,Mark Scheifele,CA,C,18,642,13,79,92,6,916
2377,2011,8,Philadelphia Flyers,Sean Couturier,US,C,18,721,13,17,30,-30,297
2378,2011,9,Boston Bruins,Dougie Hamilton,CA,D,18,669,13,11,24,-4,30
2379,2011,10,Minnesota Wild,Jonas Brodin,SE,D,18,681,13,24,37,-22,223
2380,2011,11,Colorado Avalanche,Duncan Siemens,CA,D,18,20,13,19,32,-8,60
2381,2011,12,Carolina Hurricanes,Ryan Murphy,CA,D,18,175,13,55,68,26,482
2382,2011,13,Calgary Flames,Sven Baertschi,CH,W,18,292,13,55,68,46,173
2383,2011,14,Dallas Stars,Jamie Oleksiak,CA,D,18,441,13,14,27,1,48
2384,2011,15,New York Rangers,J.T. Miller,US,C,18,637,13,17,30,-12,57
2385,2011,16,Buffalo Sabres,Joel Armia,FI,W,18,396,13,42,55,-82,811
2386,2011,17,Montreal Canadiens,Nathan Beaulieu,CA,D,18,419,13,57,70,-53,165
2387,2011,18,Chicago Blackhawks,Mark McNeill,CA,C,18,2,13,27,40,-9,90
2388,2011,19,Edmonton Oilers,Oscar Klefbom,SE,D,18,378,13,20,33,-28,316
2389,2011,20,Phoenix Coyotes,Connor Murphy,US,D,18,551,13,21,34,-23,62
2390,2011,21,Ottawa Senators,Stefan Noesen,US,W,18,207,13,14,27,-14,63
2392,2011,23,Pittsburgh Penguins,Joseph Morrow,CA,D,18,162,13,23,36,3,101
2393,2011,24,Ottawa Senators,Matt Puempel,CA,W,18,87,13,70,83,47,457
2394,2011,25,Toronto Maple Leafs,Stuart Percy,CA,D,18,12,13,41,54,-73,2242
2395,2011,26,Chicago Blackhawks,Phillip Danault,CA,W,18,471,13,46,59,-26,16
2396,2011,27,Tampa Bay Lightning,Vladislav Namestnikov,RU,C,18,553,13,29,42,55,786
2398,2011,29,Vancouver Canucks,Nicklas Jensen,DK,W,18,31,13,70,83,-36,254
2399,2011,30,Anaheim Ducks,Rickard Rakell,SE,W,18,569,13,22,35,-5,33
2400,2011,31,Edmonton Oilers,David Musil,CA,D,18,4,13,44,57,-61,689
2401,2011,32,St. Louis Blues,Ty Rattie,CA,W,18,99,13,24,37,7,154
2402,2011,33,Florida Panthers,Rocco Grimaldi,US,C,18,203,13,16,29,9,26
2403,2011,34,New York Islanders,Scott Mayfield,US,D,18,346,13,18,31,3,68
2404,2011,35,Detroit Red Wings,Tomas Jurco,SK,W,18,221,13,7,20,-45,44
2405,2011,36,Chicago Blackhawks,Adam Clendening,US,D,18,90,13,15,28,0,34
2406,2011,37,Columbus Blue Jackets,Boone Jenner,CA,C,18,589,13,60,73,-22,1127
2409,2011,40,Boston Bruins,Alexander Khokhlachev,RU,C,18,9,12,20,32,32,44
2410,2011,41,St. Louis Blues,Dmitrij Jaskin,RU,W,18,315,12,23,35,-12,24
2411,2011,42,Carolina Hurricanes,Victor Rask,SE,C,18,506,12,5,17,-1,12
2412,2011,43,Chicago Blackhawks,Brandon Saad,US,W,18,710,12,11,23,-3,137
2413,2011,44,Dallas Stars,Brett Ritchie,CA,W,18,341,12,10,22,-25,12
2414,2011,45,Calgary Flames,Markus Granlund,FI,C,18,335,12,19,31,-10,58
2415,2011,46,St. Louis Blues,Joel Edmundson,CA,D,18,416,12,51,63,-15,100
2416,2011,47,San Jose Sharks,Matthew Nieto,US,W,18,570,12,15,27,-14,41
2417,2011,48,Detroit Red Wings,Xavier Ouellet,FR,D,18,178,12,13,25,1,58
2419,2011,50,New York Islanders,Johan Sundstrom,SE,C,18,11,12,82,94,9,301
2421,2011,52,Nashville Predators,Miikka Salomaki,FI,W,18,167,12,26,38,-6,39
2422,2011,53,Anaheim Ducks,William Karlsson,SE,C,18,533,12,85,97,-10,130
2423,2011,54,Pittsburgh Penguins,Scott Harrington,CA,D,18,210,12,3,15,-2,20
2424,2011,55,Detroit Red Wings,Ryan Sproul,CA,D,18,44,12,67,79,10,259
2425,2011,56,Phoenix Coyotes,Lucas Lessio,CA,W,18,41,12,10,22,-6,24
2426,2011,57,Calgary Flames,Tyler Wotherspoon,CA,D,18,30,12,16,28,-9,78
2427,2011,58,Tampa Bay Lightning,Nikita Kucherov,RU,W,18,562,12,18,30,-3,16
2430,2011,61,Ottawa Senators,Shane Prince,US,C,18,128,12,26,38,-16,18
2432,2011,63,New York Islanders,Andrey Pedan,LT,D,18,13,12,14,26,-18,68
2433,2011,64,Florida Panthers,Vincent Trocheck,US,C,18,555,12,11,23,-3,8
2434,2011,65,Anaheim Ducks,Joseph Cramarossa,CA,C,18,64,12,50,62,-9,230
2435,2011,66,Columbus Blue Jackets,T.J. Tynan,US,C,19,21,12,26,38,-42,50
2436,2011,67,Winnipeg Jets,Adam Lowry,US,W,18,539,12,12,24,-25,78
2437,2011,68,Philadelphia Flyers,Nick Cousins,CA,C,18,444,12,27,39,-13,70
2439,2011,70,Chicago Blackhawks,Michael Paliotta,US,D,18,2,12,23,35,-16,812
2441,2011,72,New York Rangers,Steven Fogarty,US,C,18,29,12,17,29,-5,62
2442,2011,73,Carolina Hurricanes,Keegan Lowe,US,D,18,4,12,3,15,-10,14
2444,2011,75,New Jersey Devils,Blake Coleman,US,C,19,382,12,20,32,7,27
2445,2011,76,Florida Panthers,Logan Shaw,CA,W,19,232,12,41,53,-71,316
2446,2011,77,Buffalo Sabres,Daniel Catenacci,CA,C,18,12,12,3,15,-10,14
2448,2011,79,Chicago Blackhawks,Klas Dahlbeck,SE,D,20,170,12,19,31,-8,16
2449,2011,80,Los Angeles Kings,Andy Andreoff,CA,W,20,185,12,20,32,2,65
2451,2011,82,Los Angeles Kings,Nick Shore,US,C,18,299,12,19,31,-25,364
2452,2011,83,Anaheim Ducks,Andy Welinski,US,D,18,46,12,6,18,7,58
2454,2011,85,Detroit Red Wings,Alan Quine,CA,C,18,106,12,7,19,-18,88
2455,2011,86,Toronto Maple Leafs,Josh Leivo,CA,W,18,214,12,64,76,27,113
2456,2011,87,Florida Panthers,Jonathan Racine,CA,D,18,1,12,11,23,10,259
2459,2011,90,Vancouver Canucks,Alexandre Grenier,CA,W,20,9,12,107,119,103,530
2460,2011,91,Florida Panthers,Kyle Rau,US,C,18,61,12,51,63,133,101
2461,2011,92,Edmonton Oilers,Dillon Simpson,CA,D,18,3,12,5,17,-23,155
2464,2011,95,New York Islanders,Robbie Russo,US,D,18,19,12,72,84,-14,528
2465,2011,96,Ottawa Senators,Jean-Gabriel Pageau,CA,C,18,566,11,21,32,2,10
2467,2011,98,Columbus Blue Jackets,Mike Reilly,US,D,18,329,11,14,25,2,25
2468,2011,99,New Jersey Devils,Reid Boucher,US,W,18,133,11,11,22,1,10
2470,2011,101,Vancouver Canucks,Joseph Labate,US,C,18,13,11,15,26,-21,30
2472,2011,103,Carolina Hurricanes,Gregory Hofmann,CH,C,18,24,11,21,32,-17,81
2473,2011,104,Calgary Flames,John Gaudreau,US,W,18,602,11,12,23,-5,59
2479,2011,110,Los Angeles Kings,Michael Mersch,US,W,18,17,11,65,76,78,137
2483,2011,114,Edmonton Oilers,Tobias Rieder,DE,C,18,478,11,61,72,-30,245
2490,2011,121,Boston Bruins,Brian Ferlin,US,W,19,7,11,8,19,2,12
2494,2011,125,New York Islanders,John Persson,SE,W,19,10,11,17,28,-25,52
2495,2011,126,Ottawa Senators,Fredrik Claesson,SE,D,18,170,11,20,31,15,70
2498,2011,129,New Jersey Devils,Blake Pietila,US,W,18,38,11,21,32,-5,48
2500,2011,131,Minnesota Wild,Nick Seeler,US,D,18,148,11,53,64,-84,905
2502,2011,133,San Jose Sharks,Sean Kuraly,US,C,18,347,11,7,18,-5,379
2507,2011,138,Montreal Canadiens,Darren Dietz,CA,D,18,13,11,53,64,-37,157
2508,2011,139,Chicago Blackhawks,Andrew Shaw,CA,C,20,544,11,7,18,-1,20
2512,2011,143,Anaheim Ducks,Max Friberg,SE,W,18,6,11,26,37,-18,81
2513,2011,144,Pittsburgh Penguins,Dominik Uher,CZ,C,18,2,11,23,34,-23,92
2517,2011,148,Tampa Bay Lightning,Nikita Nesterov,RU,D,18,170,11,31,42,-39,178
2519,2011,150,Vancouver Canucks,Frank Corrado,CA,D,18,76,11,46,57,-73,282
2520,2011,151,Boston Bruins,Rob O'Gara,US,D,18,33,11,14,25,0,14
2521,2011,152,Toronto Maple Leafs,David Broll,CA,W,18,5,11,17,28,-28,33
2527,2011,158,Columbus Blue Jackets,Lukas Sedlak,CZ,C,18,162,10,44,54,-32,72
2529,2011,160,Anaheim Ducks,Josh Manson,CA,D,19,475,10,20,30,-50,28
2539,2011,170,Nashville Predators,Chase Balisy,US,C,19,8,10,21,31,-26,78
2540,2011,171,Ottawa Senators,Max McCormick,US,W,19,93,10,18,28,-5,22
2546,2011,177,Washington Capitals,Travis Boyd,US,C,18,198,10,13,23,-1,131
2548,2011,179,San Jose Sharks,Dylan Demelo,CA,D,18,397,10,12,22,-7,39
2553,2011,184,Florida Panthers,Iiro Pakarinen,FI,W,20,134,10,15,25,-1,38
2560,2011,191,Minnesota Wild,Tyler Graovac,CA,C,18,84,10,38,48,-29,92
2562,2011,193,Carolina Hurricanes,Brody Sutter,CA,C,19,12,10,32,42,-45,1182
2563,2011,194,San Jose Sharks,Colin Blackwell,US,C,18,138,10,10,20,-35,702
2564,2011,195,Dallas Stars,Jyrki Jokipakka,FI,D,20,150,10,10,20,-20,51
2568,2011,199,Chicago Blackhawks,Alex Broadhurst,US,C,18,2,10,63,73,-1,291
2570,2011,201,Tampa Bay Lightning,Matthew Peca,CA,C,18,83,10,39,49,-72,168
2573,2011,204,Ottawa Senators,Ryan Dzingel,US,C,19,404,10,13,23,1,29
2574,2011,205,Detroit Red Wings,Alexei Marchenko,RU,D,19,121,10,19,29,2,316
2577,2011,208,Tampa Bay Lightning,Ondrej Palat,CZ,W,20,628,10,5,15,6,0
2581,2010,1,Edmonton Oilers,Taylor Hall,CA,W,18,761,10,23,33,-119,728
2582,2010,2,Boston Bruins,Tyler Seguin,CA,C,18,825,10,12,22,-18,8
2583,2010,3,Florida Panthers,Erik Gudbranson,CA,D,18,641,10,15,25,-27,37
2584,2010,4,Columbus Blue Jackets,Ryan Johansen,CA,C,18,787,10,11,21,-11,105
2585,2010,5,New York Islanders,Nino Niederreiter,CH,W,18,732,9,9,18,-3,12
2586,2010,6,Tampa Bay Lightning,Brett Connolly,CA,W,18,536,9,7,16,-14,26
2587,2010,7,Carolina Hurricanes,Jeff Skinner,CA,C,18,853,9,13,22,-4,12
2588,2010,8,Atlanta Thrashers,Alexander Burmistrov,RU,C,18,348,9,14,23,-1,14
2589,2010,9,Minnesota Wild,Mikael Granlund,FI,C,18,671,9,22,31,-12,45
2590,2010,10,New York Rangers,Dylan McIlrath,CA,D,18,66,9,70,79,47,167
2592,2010,12,Anaheim Ducks,Cam Fowler,CA,D,18,811,9,23,32,-12,62
2593,2010,13,Phoenix Coyotes,Brandon Gormley,CA,D,18,58,9,28,37,-10,101
2594,2010,14,St. Louis Blues,Jaden Schwartz,CA,C,18,597,9,55,64,43,111
2595,2010,15,Los Angeles Kings,Derek Forbort,US,D,18,407,9,8,17,-1,44
2596,2010,16,St. Louis Blues,Vladimir Tarasenko,RU,W,18,606,9,14,23,-24,82
2597,2010,17,Colorado Avalanche,Joey Hishon,CA,C,18,13,9,17,26,-20,30
2598,2010,18,Nashville Predators,Austin Watson,US,W,18,407,9,28,37,-9,46
2599,2010,19,Florida Panthers,Nick Bjugstad,US,C,18,540,9,29,38,12,50
2600,2010,20,Pittsburgh Penguins,Beau Bennett,US,W,18,200,9,11,20,-7,36
2601,2010,21,Detroit Red Wings,Riley Sheahan,CA,C,18,635,9,44,53,-43,437
2602,2010,22,Montreal Canadiens,Jarred Tinordi,US,D,18,109,9,26,35,-9,48
2603,2010,23,Buffalo Sabres,Mark Pysyk,CA,D,18,521,9,8,17,-36,197
2604,2010,24,Chicago Blackhawks,Kevin Hayes,US,W,18,553,9,2,11,0,6
2605,2010,25,Florida Panthers,Quinton Howden,CA,C,18,97,9,12,21,-9,172
2606,2010,26,Washington Capitals,Evgeny Kuznetsov,RU,C,18,599,9,46,55,3,149
2609,2010,29,Anaheim Ducks,Emerson Etem,US,W,18,173,9,5,14,-8,182
2610,2010,30,New York Islanders,Brock Nelson,US,C,18,676,9,5,14,-4,10
2611,2010,31,Edmonton Oilers,Tyler Pitlick,US,C,18,325,9,32,41,-9,96
2613,2010,33,Florida Panthers,John McFarland,CA,W,18,3,9,23,32,8,60
2614,2010,34,Columbus Blue Jackets,Dalton Smith,CA,W,18,1,9,11,20,-21,36
2616,2010,36,Florida Panthers,Alex Petrovic,CA,D,18,263,9,22,31,-25,94
2617,2010,37,Carolina Hurricanes,Justin Faulk,US,D,18,760,9,20,29,-6,193
2618,2010,38,New Jersey Devils,Jon Merrill,US,D,18,474,9,56,65,2,537
2619,2010,39,Minnesota Wild,Brett Bulmer,CA,W,18,17,9,2,11,-9,16
2620,2010,40,New York Rangers,Christian Thomas,CA,W,18,27,9,19,28,-12,36
2621,2010,41,Dallas Stars,Patrik Nemeth,SE,D,18,429,9,15,24,-1,58
2622,2010,42,Anaheim Ducks,Devante Smith-Pelly,CA,W,18,395,9,13,22,-3,20
2625,2010,45,Boston Bruins,Ryan Spooner,CA,C,18,325,9,14,23,-31,135
2626,2010,46,Edmonton Oilers,Martin Marincin,SK,D,18,227,9,9,18,-5,10
2627,2010,47,Los Angeles Kings,Tyler Toffoli,CA,C,18,651,9,5,14,-3,16
2628,2010,48,Edmonton Oilers,Curtis Hamilton,US,W,18,1,9,12,21,-54,152
2630,2010,50,Florida Panthers,Connor Brickley,US,C,18,81,9,18,27,-34,53
2631,2010,51,Detroit Red Wings,Calle Jarnkrok,SE,C,18,574,9,22,31,-26,95
2633,2010,53,Carolina Hurricanes,Mark Alt,US,D,18,20,9,13,22,-6,67
2634,2010,54,Chicago Blackhawks,Justin Holl,US,D,18,205,9,34,43,32,163
2635,2010,55,Columbus Blue Jackets,Petr Straka,CZ,W,18,3,9,13,22,-10,22
2636,2010,56,Minnesota Wild,Johan Larsson,SE,W,18,488,9,16,25,2,58
2637,2010,57,Phoenix Coyotes,Oscar Lindberg,SE,C,18,252,9,12,21,-8,27
2639,2010,59,Minnesota Wild,Jason Zucker,US,W,18,550,9,13,22,-8,108
2640,2010,60,Chicago Blackhawks,Stephen Johns,US,D,18,167,9,40,49,-38,1030
2642,2010,62,Toronto Maple Leafs,Greg McKegg,CA,C,18,233,9,15,24,-18,29
2644,2010,64,Calgary Flames,Max Reinhart,CA,C,18,23,9,22,31,13,256
2646,2010,66,Tampa Bay Lightning,Radko Gudas,CZ,D,20,610,9,19,28,4,0
2647,2010,67,Carolina Hurricanes,Danny Biega,CA,D,18,10,9,10,19,-16,59
2650,2010,70,Los Angeles Kings,Jordan Weal,CA,C,18,218,9,11,20,-6,35
2651,2010,71,Colorado Avalanche,Michael Bournival,CA,W,18,113,9,30,39,-141,284
2660,2010,80,Pittsburgh Penguins,Bryan Rust,US,W,18,424,8,35,43,-27,54
2666,2010,86,Washington Capitals,Stanislav Galiev,RU,W,18,26,8,40,48,-12,157
2667,2010,87,Atlanta Thrashers,Julian Melchiori,CA,D,18,30,8,5,13,-4,16
2669,2010,89,Philadelphia Flyers,Michael Chaput,CA,C,18,182,8,8,16,-12,20
2670,2010,90,Chicago Blackhawks,Joakim Nordstrom,SE,C,18,444,8,5,13,3,34
2677,2010,97,Boston Bruins,Craig Cunningham,CA,W,20,63,8,2,10,-16,234
2679,2010,99,Florida Panthers,Joonas Donskoi,FI,W,18,474,8,11,19,-5,34
2683,2010,103,Calgary Flames,John Ramage,CA,D,19,2,8,25,33,-38,1263
2684,2010,104,St. Louis Blues,Jani Hakanpaa,FI,D,18,142,8,14,22,-22,73
2685,2010,105,Carolina Hurricanes,Justin Shugg,CA,W,18,3,8,27,35,9,38
2686,2010,106,Ottawa Senators,Marcus Sorensen,SE,W,18,226,8,12,20,-24,44
2688,2010,108,Calgary Flames,Bill Arnold,US,C,18,1,8,25,33,-12,44
2690,2010,110,Pittsburgh Penguins,Tom Kuhnhackl,DE,C,18,232,8,6,14,-11,12
2691,2010,111,Detroit Red Wings,Teemu Pulkkinen,FI,W,18,83,8,10,18,-11,471
2696,2010,116,Toronto Maple Leafs,Petter Granberg,SE,D,18,45,8,12,20,8,116
2697,2010,117,Montreal Canadiens,Morgan Ellis,CA,D,18,3,8,24,32,4,40
2699,2010,119,Philadelphia Flyers,Tye McGinn,CA,W,20,89,8,69,77,-48,1745
2702,2010,122,Anaheim Ducks,Chris Wagner,US,C,19,359,8,40,48,-21,52
2703,2010,123,Florida Panthers,Zach Hyman,CA,C,18,421,8,4,12,-18,166
2709,2010,129,San Jose Sharks,Freddie Hamilton,CA,C,18,75,8,4,12,-20,130
2711,2010,131,Dallas Stars,John Klingberg,SE,D,18,552,8,33,41,-61,146
2712,2010,132,Anaheim Ducks,Tim Heed,SE,D,19,105,8,7,15,-6,46
2713,2010,133,Calgary Flames,Micheal Ferland,CA,W,18,335,8,10,18,1,30
2715,2010,135,Boston Bruins,Justin Florek,US,W,20,4,8,27,35,-69,209
2720,2010,140,Pittsburgh Penguins,Kenny Agostino,US,W,18,86,8,25,33,-57,59
2724,2010,144,Toronto Maple Leafs,Sam Carrick,CA,C,18,111,8,4,12,-4,6
2727,2010,147,Montreal Canadiens,Brendan Gallagher,CA,W,18,638,8,10,18,-13,10
2728,2010,148,Los Angeles Kings,Kevin Gravel,US,D,18,109,8,35,43,-64,141
2734,2010,154,Columbus Blue Jackets,Dalton Prout,CA,D,20,264,7,10,17,-31,57
2737,2010,157,New York Rangers,Jesper Fast,SE,W,18,550,7,7,14,-5,12
2742,2010,162,Edmonton Oilers,Brandon Davidson,CA,D,19,180,7,10,17,-2,10
2748,2010,168,Nashville Predators,Anthony Bitetto,US,D,20,197,7,21,28,-7,62
2752,2010,172,Vancouver Canucks,Alex Friesen,CA,C,19,1,7,10,17,-9,12
2758,2010,178,Ottawa Senators,Mark Stone,CA,W,18,541,7,10,17,-18,65
2773,2010,193,Calgary Flames,Patrick Holland,CA,W,18,5,7,43,50,-28,584
2778,2010,198,Nashville Predators,Joonas Rask,FI,C,20,2,7,51,58,-16,164
2789,2010,209,Philadelphia Flyers,Brendan Ranford,CA,W,18,1,7,30,37,-15,38
2790,2010,210,Boston Bruins,Zach Trotman,US,D,20,91,7,15,22,5,44
2791,2009,1,New York Islanders,John Tavares,CA,C,18,949,7,11,18,-7,78
2792,2009,2,Tampa Bay Lightning,Victor Hedman,SE,D,18,898,7,6,13,-9,23
2793,2009,3,Colorado Avalanche,Matt Duchene,CA,C,18,905,7,25,32,-21,129
2794,2009,4,Atlanta Thrashers,Evander Kane,CA,W,18,812,7,22,29,11,153
2795,2009,5,Los Angeles Kings,Brayden Schenn,CA,C,18,776,7,48,55,15,138
2796,2009,6,Phoenix Coyotes,Oliver Ekman-Larsson,SE,D,18,848,7,26,33,-12,34
2797,2009,7,Toronto Maple Leafs,Nazem Kadri,CA,C,18,739,7,13,20,-15,10
2798,2009,8,Dallas Stars,Scott Glennie,CA,W,18,1,7,8,15,-4,61
2799,2009,9,Ottawa Senators,Jared Cowen,CA,D,18,249,7,13,20,-4,23
2800,2009,10,Edmonton Oilers,Magnus Paajarvi,SE,W,18,467,7,18,25,-3,36
2801,2009,11,Nashville Predators,Ryan Ellis,CA,D,18,566,7,33,40,-14,1461
2802,2009,12,New York Islanders,Calvin de Haan,CA,D,18,520,7,11,18,-10,148
2803,2009,13,Buffalo Sabres,Zack Kassian,CA,W,18,610,7,15,22,1,10
2804,2009,14,Florida Panthers,Dmitry Kulikov,RU,D,18,805,7,9,16,-18,29
2805,2009,15,Anaheim Ducks,Peter Holland,CA,C,18,266,7,17,24,-13,28
2806,2009,16,Minnesota Wild,Nick Leddy,US,D,18,851,7,10,17,-14,32
2807,2009,17,St. Louis Blues,David Rundblad,SE,D,18,113,7,29,36,-27,468
