satisfaction,Gender,CustomerType,Age,TypeofTravel,Class,FlightDistance,DepartureDelayinMinutes,ArrivalDelayinMinutes
dissatisfied,Female,disloyalCustomer,29,Businesstravel,Eco,1841,0,0
dissatisfied,Male,disloyalCustomer,38,Businesstravel,Eco,1664,0,0
dissatisfied,Male,disloyalCustomer,19,Businesstravel,Eco,1800,2,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1942,0,0
dissatisfied,Male,disloyalCustomer,28,Businesstravel,Eco,1370,0,0
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Eco,1695,9,0
dissatisfied,Female,disloyalCustomer,59,Businesstravel,Eco,1454,1,0
dissatisfied,Female,disloyalCustomer,34,Businesstravel,Eco,1711,0,0
dissatisfied,Male,disloyalCustomer,41,Businesstravel,Eco,1692,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1654,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1933,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,1657,0,0
dissatisfied,Male,disloyalCustomer,17,Businesstravel,Eco,1757,0,0
dissatisfied,Male,disloyalCustomer,78,Businesstravel,Eco,2236,0,0
dissatisfied,Male,disloyalCustomer,18,Businesstravel,Eco,1733,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Business,2718,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1347,0,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1642,0,0
dissatisfied,Male,disloyalCustomer,30,Businesstravel,Eco,1265,0,0
dissatisfied,Male,disloyalCustomer,20,Businesstravel,Eco,1761,0,0
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,2088,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1904,0,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1489,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1340,7,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1892,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1873,0,0
dissatisfied,Female,disloyalCustomer,38,Businesstravel,Eco,1880,0,0
dissatisfied,Female,disloyalCustomer,28,Businesstravel,Eco,1470,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1698,10,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Business,2942,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,2073,0,0
dissatisfied,Male,disloyalCustomer,44,Businesstravel,Eco,1758,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1095,0,0
dissatisfied,Female,disloyalCustomer,72,Businesstravel,Eco,2044,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1110,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1697,0,0
dissatisfied,Female,disloyalCustomer,38,Businesstravel,Eco,1387,0,0
dissatisfied,Female,disloyalCustomer,34,Businesstravel,Eco,1541,0,0
dissatisfied,Male,disloyalCustomer,18,Businesstravel,Eco,1290,0,0
dissatisfied,Male,disloyalCustomer,19,Businesstravel,Eco,1511,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1084,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1751,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1598,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Business,1226,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1599,0,0
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,1188,0,0
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,1189,0,0
dissatisfied,Female,disloyalCustomer,56,Businesstravel,Eco,1773,0,0
dissatisfied,Female,disloyalCustomer,50,Businesstravel,Eco,945,0,0
dissatisfied,Female,disloyalCustomer,18,Businesstravel,EcoPlus,1288,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1782,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Eco,2175,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,2262,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1406,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1362,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,1167,0,0
dissatisfied,Female,disloyalCustomer,45,Businesstravel,Eco,1801,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,2438,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2012,0,0
dissatisfied,Female,disloyalCustomer,30,Businesstravel,Eco,1879,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,2206,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1844,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1738,6,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1869,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1983,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Business,2250,0,0
dissatisfied,Female,disloyalCustomer,30,Businesstravel,Eco,2156,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1859,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,2266,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1998,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1916,0,0
dissatisfied,Male,disloyalCustomer,12,Businesstravel,Eco,1786,3,0
dissatisfied,Female,disloyalCustomer,15,Businesstravel,Eco,1347,1,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1410,0,0
dissatisfied,Female,disloyalCustomer,45,Businesstravel,Eco,1440,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,2065,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Eco,1022,0,0
dissatisfied,Female,disloyalCustomer,29,Businesstravel,Eco,2203,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1874,0,0
dissatisfied,Female,disloyalCustomer,32,Businesstravel,Eco,1156,0,0
dissatisfied,Female,disloyalCustomer,62,Businesstravel,Eco,1650,2,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1856,0,0
dissatisfied,Female,disloyalCustomer,32,Businesstravel,Eco,2172,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,1487,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1532,1,0
dissatisfied,Male,disloyalCustomer,57,Businesstravel,Eco,1871,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1477,0,0
dissatisfied,Female,disloyalCustomer,54,Businesstravel,Eco,1864,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1290,0,0
dissatisfied,Female,disloyalCustomer,30,Businesstravel,Eco,1991,3,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1322,0,0
dissatisfied,Female,disloyalCustomer,34,Businesstravel,Eco,1773,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Eco,2195,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1415,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1144,0,0
dissatisfied,Male,disloyalCustomer,49,Businesstravel,Eco,910,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1245,9,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1383,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1694,0,0
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Eco,1537,0,0
dissatisfied,Male,disloyalCustomer,13,Businesstravel,Business,2516,10,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1502,0,0
dissatisfied,Male,disloyalCustomer,41,Businesstravel,Eco,1696,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1357,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,2025,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1625,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2402,16,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1784,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1259,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1328,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1193,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1635,1,0
dissatisfied,Male,disloyalCustomer,46,Businesstravel,Eco,1855,0,0
dissatisfied,Male,disloyalCustomer,44,Businesstravel,Eco,1887,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,1907,0,0
dissatisfied,Male,disloyalCustomer,39,Businesstravel,Eco,1828,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1321,1,0
dissatisfied,Female,disloyalCustomer,80,Businesstravel,Eco,1377,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,898,4,0
dissatisfied,Female,disloyalCustomer,50,Businesstravel,Eco,1479,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1303,0,0
dissatisfied,Female,disloyalCustomer,17,Businesstravel,Eco,1488,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1011,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1979,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,1537,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2129,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,2142,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,1694,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1581,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Business,1140,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,2286,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Business,1944,0,0
dissatisfied,Female,disloyalCustomer,35,Businesstravel,Eco,1052,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1613,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1736,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1917,12,0
dissatisfied,Male,disloyalCustomer,11,Businesstravel,Eco,1811,6,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1696,0,0
dissatisfied,Male,disloyalCustomer,52,Businesstravel,Eco,1924,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1872,0,0
dissatisfied,Male,disloyalCustomer,20,Businesstravel,Eco,1576,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1216,5,0
dissatisfied,Female,disloyalCustomer,39,Businesstravel,Eco,1425,0,0
dissatisfied,Male,disloyalCustomer,15,Businesstravel,Eco,1706,4,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2679,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1651,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1364,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1668,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1808,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,2203,0,0
dissatisfied,Male,disloyalCustomer,39,Businesstravel,Eco,1854,0,0
dissatisfied,Male,disloyalCustomer,41,Businesstravel,Eco,1122,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,2309,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,2106,8,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,2501,0,0
dissatisfied,Male,disloyalCustomer,8,Businesstravel,Eco,2048,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,3325,1,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,3749,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,2053,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,2128,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,1386,0,0
dissatisfied,Female,disloyalCustomer,39,Businesstravel,Eco,1415,4,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1057,10,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1890,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1027,0,0
dissatisfied,Male,disloyalCustomer,17,Businesstravel,Eco,1584,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1707,4,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1035,0,0
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Eco,1704,0,0
dissatisfied,Male,disloyalCustomer,20,Businesstravel,Eco,1368,0,0
dissatisfied,Male,disloyalCustomer,39,Businesstravel,Eco,1457,0,0
dissatisfied,Male,disloyalCustomer,45,Businesstravel,Eco,1825,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1250,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1976,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1975,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1816,0,0
dissatisfied,Male,disloyalCustomer,30,Businesstravel,Eco,1302,0,0
dissatisfied,Male,disloyalCustomer,30,Businesstravel,Eco,2281,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1946,4,0
dissatisfied,Male,disloyalCustomer,45,Businesstravel,Eco,1403,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1843,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1106,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,2260,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1582,0,0
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,1963,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1559,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1666,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1585,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1137,0,0
dissatisfied,Male,disloyalCustomer,20,Businesstravel,Eco,1200,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,2854,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,1180,0,0
dissatisfied,Female,disloyalCustomer,7,Businesstravel,Eco,1579,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1615,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1525,2,0
dissatisfied,Female,disloyalCustomer,56,Businesstravel,Eco,1890,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2382,2,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,2341,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,4092,3,0
dissatisfied,Male,disloyalCustomer,39,Businesstravel,Eco,1763,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1434,0,0
dissatisfied,Male,disloyalCustomer,18,Businesstravel,Eco,2197,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,2239,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,1445,0,0
dissatisfied,Male,disloyalCustomer,44,Businesstravel,Eco,2167,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1675,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1230,0,0
dissatisfied,Male,disloyalCustomer,39,Businesstravel,Eco,2069,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1796,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1174,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1579,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1976,0,0
dissatisfied,Male,disloyalCustomer,32,Businesstravel,Eco,1511,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1526,4,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1907,1,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1489,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Eco,1651,0,0
dissatisfied,Female,disloyalCustomer,54,Businesstravel,Eco,1139,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1664,6,0
dissatisfied,Female,disloyalCustomer,33,Businesstravel,Eco,1943,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1676,1,0
dissatisfied,Female,disloyalCustomer,39,Businesstravel,Eco,1113,11,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1432,0,0
dissatisfied,Female,disloyalCustomer,29,Businesstravel,Eco,1483,1,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1905,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,EcoPlus,2466,0,0
dissatisfied,Male,disloyalCustomer,30,Businesstravel,Eco,2003,2,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1757,3,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2068,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1963,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,EcoPlus,2014,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1624,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1548,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1395,1,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1523,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1477,0,0
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Eco,2108,0,0
dissatisfied,Female,disloyalCustomer,44,Businesstravel,Eco,1807,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1634,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,2072,0,0
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Eco,1892,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,2075,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,1713,0,0
dissatisfied,Female,disloyalCustomer,30,Businesstravel,Eco,1680,2,0
dissatisfied,Male,disloyalCustomer,32,Businesstravel,Eco,1379,0,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1551,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1936,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1345,0,0
dissatisfied,Male,disloyalCustomer,48,Businesstravel,Eco,1544,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1793,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1711,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1732,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1598,0,0
dissatisfied,Male,disloyalCustomer,33,Businesstravel,Eco,1528,0,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1060,0,0
dissatisfied,Male,disloyalCustomer,30,Businesstravel,Eco,1169,0,0
dissatisfied,Male,disloyalCustomer,38,Businesstravel,Eco,1281,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,2171,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,2132,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2378,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1975,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2408,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1354,0,0
dissatisfied,Male,disloyalCustomer,30,Businesstravel,Eco,1788,0,0
dissatisfied,Female,disloyalCustomer,44,Businesstravel,Eco,1283,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,1372,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1235,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,2010,0,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,2324,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,1382,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1799,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1340,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,2071,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,2178,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1495,0,0
dissatisfied,Female,disloyalCustomer,43,Businesstravel,Eco,2226,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,2124,9,0
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Eco,1515,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,1352,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1919,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,1764,0,0
dissatisfied,Female,disloyalCustomer,51,Businesstravel,Eco,1395,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,2261,0,0
dissatisfied,Male,disloyalCustomer,35,Businesstravel,Eco,1628,6,0
dissatisfied,Female,disloyalCustomer,56,Businesstravel,Eco,2126,0,0
dissatisfied,Female,disloyalCustomer,47,Businesstravel,Eco,1599,0,0
dissatisfied,Male,disloyalCustomer,55,Businesstravel,Eco,1581,2,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1046,0,0
dissatisfied,Male,disloyalCustomer,63,Businesstravel,Eco,1355,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,2679,0,0
dissatisfied,Male,disloyalCustomer,28,Businesstravel,Eco,1549,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Eco,1789,0,0
dissatisfied,Male,disloyalCustomer,39,Businesstravel,Eco,1537,0,0
dissatisfied,Female,disloyalCustomer,18,Businesstravel,Eco,1396,0,0
dissatisfied,Female,disloyalCustomer,73,Businesstravel,Eco,1232,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1869,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,2332,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1547,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,2162,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1689,0,0
dissatisfied,Female,disloyalCustomer,35,Businesstravel,Eco,2128,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1579,0,0
dissatisfied,Female,disloyalCustomer,39,Businesstravel,Eco,2037,7,0
dissatisfied,Female,disloyalCustomer,38,Businesstravel,Eco,1717,0,0
dissatisfied,Male,disloyalCustomer,41,Businesstravel,Eco,1772,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1786,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1560,1,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1939,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Eco,1712,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1926,0,0
dissatisfied,Female,disloyalCustomer,34,Businesstravel,Eco,1438,0,0
dissatisfied,Male,disloyalCustomer,16,Businesstravel,Eco,2022,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1162,0,0
dissatisfied,Male,disloyalCustomer,19,Businesstravel,Eco,1443,0,0
dissatisfied,Female,disloyalCustomer,33,Businesstravel,Eco,1167,0,0
dissatisfied,Female,disloyalCustomer,38,Businesstravel,Eco,2023,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1327,0,0
dissatisfied,Male,disloyalCustomer,34,Businesstravel,Eco,1818,0,0
dissatisfied,Male,disloyalCustomer,20,Businesstravel,Eco,2063,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,2545,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,2058,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1315,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1686,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,3723,23,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2185,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2036,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1467,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1971,0,0
dissatisfied,Female,disloyalCustomer,41,Businesstravel,Eco,2300,0,0
dissatisfied,Male,disloyalCustomer,54,Businesstravel,Eco,1608,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2334,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1681,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,EcoPlus,1421,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1502,0,0
dissatisfied,Female,disloyalCustomer,17,Businesstravel,Eco,1626,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,2188,5,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1466,2,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,2286,2,0
dissatisfied,Male,disloyalCustomer,10,Businesstravel,Eco,2065,0,0
dissatisfied,Female,disloyalCustomer,54,Businesstravel,Eco,1588,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,EcoPlus,3082,1,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,2015,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,2325,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1789,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,1833,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1744,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,2068,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1672,0,0
dissatisfied,Male,disloyalCustomer,38,Businesstravel,Eco,1970,1,0
dissatisfied,Male,disloyalCustomer,34,Businesstravel,Eco,1578,0,0
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,1625,0,0
dissatisfied,Female,disloyalCustomer,75,Businesstravel,Eco,2103,0,0
dissatisfied,Female,disloyalCustomer,47,Businesstravel,Eco,1983,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,2068,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1448,0,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1327,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1332,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1260,3,0
